Ensembl Gene ID,Up/Down Regulated,Adjusted Pv-alue,Symbol,Description
AT5G54720,Up,1.90E-07, AT5G54720,Ankyrin repeat family protein 
AT1G42980,Up,1.91E-07, AT1G42980,Actin-binding FH2 (formin homology 2) family protein 
AT4G14890,Down,0.000000199, FdC1,2Fe-2S ferredoxin-like superfamily protein 
AT3G56360,Up,2.01E-07, AT3G56360,Uncharacterized protein 
AT1G02460,Up,2.02E-07, AT1G02460,Pectin lyase-like superfamily protein 
AT1G09240,Down,0.000000202, NAS3,Nicotianamine synthase 3 
AT1G08880,Down,0.000000207, H2AXA,Histone superfamily protein 
AT3G17120,Up,2.07E-07, AT3G17120,Uncharacterized protein 
AT4G25390,Up,2.10E-07, AT4G25390,Protein kinase superfamily protein 
AT3G60630,Down,0.000000213, HAM2,GRAS family transcription factor 
AT4G30280,Up,2.25E-07, XTH18,Xyloglucan endotransglucosylase/hydrolase 18 
AT3G63400,Up,2.27E-07, AT3G63400,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein 
AT5G13330,Up,2.28E-07, Rap2.6L,Uncharacterized protein 
AT1G49050,Up,2.30E-07, AT1G49050,Eukaryotic aspartyl protease family protein 
AT1G65845,Up,2.33E-07, AT1G65845,Uncharacterized protein 
AT1G63440,Up,2.35E-07, HMA5,Heavy metal atpase 5 
AT5G54910,Up,2.35E-07, AT5G54910,DEA(D/H)-box RNA helicase family protein 
AT3G12345,Down,0.00000024, AT3G12345,FKBP-type peptidyl-prolyl cis-trans isomerase 
AT1G51920,Up,2.44E-07, AT1G51920,Uncharacterized protein 
AT1G05060,Up,2.47E-07, AT1G05060,Coiled-coil protein 
AT1G66480,Up,2.59E-07, AT1G66480,Plastid movement impaired 2 
AT5G38740,Up,2.63E-07, AGL77,AGAMOUS-like 77 
AT3G11340,Up,2.64E-07, UGT76B1,UDP-Glycosyltransferase superfamily protein 
AT5G20050,Up,2.64E-07, AT5G20050,Protein kinase superfamily protein 
AT3G54520,Up,2.70E-07, AT3G54520,Uncharacterized protein 
AT5G01100,Up,2.70E-07, FRB1,O-fucosyltransferase family protein 
AT5G66630,Up,2.72E-07, DAR5,DA1-related protein 5 
AT1G62180,Down,0.000000272, APR2,5'adenylylphosphosulfate reductase 2 
AT1G07130,Up,2.75E-07, STN1,"Nucleic acid-binding, OB-fold-like protein "
AT1G64280,Up,2.76E-07, NPR1,Regulatory protein (NPR1) 
AT4G00150,Down,0.000000277, HAM3,GRAS family transcription factor 
AT4G21840,Up,2.83E-07, MSRB8,Methionine sulfoxide reductase B8 
AT1G22360,Up,2.86E-07, UGT85A2,UDP-glucosyl transferase 85A2 
AT5G38210,Up,2.88E-07, AT5G38210,Protein kinase family protein 
AT1G76480,Up,2.98E-07, AT1G76480,Caveolin-1 protein 
AT3G09940,Up,2.99E-07, MDHAR,Monodehydroascorbate reductase 
AT5G53080,Down,0.00000031, AT5G53080,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT1G49470,Down,0.000000312, AT1G49470,Transmembrane epididymal protein (DUF716) 
AT4G00540,Up,3.19E-07, MYB3R2,Myb domain protein 3r2 
AT1G58420,Up,3.26E-07, AT1G58420,Uncharacterized conserved protein UCP031279 
AT1G28390,Up,3.67E-07, AT1G28390,Protein kinase superfamily protein 
AT5G59530,Up,3.86E-07, AT5G59530,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 
AT1G58410,Up,3.91E-07, AT1G58410,Disease resistance protein (CC-NBS-LRR class) family 
AT5G16590,Down,0.000000398, AT5G16590,Leucine-rich repeat protein kinase family protein 
AT5G41550,Up,4.16E-07, AT5G41550,Disease resistance protein (TIR-NBS-LRR class) family 
AT5G23920,Down,0.000000424, AT5G23920,Uncharacterized protein 
AT2G32140,Up,4.35E-07, AT2G32140,Transmembrane receptor 
AT1G72120,Up,4.37E-07, AT1G72120,Major facilitator superfamily protein 
AT2G44290,Up,4.44E-07, AT2G44290,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 
AT5G39680,Up,4.53E-07, EMB2744,Pentatricopeptide repeat (PPR) superfamily protein 
AT5G18400,Up,4.54E-07, AT5G18400,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biosi "
AT3G55560,Up,4.60E-07, AGF2,AT-hook protein of GA feedback 2 
AT1G25275,Up,4.65E-07, AT1G25275,Thionin-like protein 
AT1G69570,Down,0.000000469, AT1G69570,Dof-type zinc finger DNA-binding family protein 
AT3G62930,Down,0.000000479, AT3G62930,Thioredoxin superfamily protein 
AT3G49845,Up,4.82E-07, WIH3,Cysteine-rich TM module stress tolerance protein 
AT2G25440,Up,4.84E-07, RLP20,Receptor like protein 20 
AT1G10040,Up,4.90E-07, AT1G10040,Alpha/beta-Hydrolases superfamily protein 
AT1G79670,Up,4.92E-07, RFO1,Wall-associated kinase family protein 
AT1G02220,Up,5.05E-07, NAC003,NAC domain containing protein 3 
AT5G46010,Up,5.10E-07, AT5G46010,Homeodomain-like superfamily protein 
AT4G11480,Up,5.17E-07, CRK32,Cysteine-rich RLK (RECEPTOR-like protein kinase) 32 
AT5G44568,Up,5.21E-07, AT5G44568,Uncharacterized protein 
AT4G23220,Up,5.33E-07, CRK14,Cysteine-rich RECEPTOR-like kinase 
AT2G04621,Up,5.47E-07, AT2G04621,Uncharacterized protein 
AT1G15430,Up,5.51E-07, AT1G15430,
AT1G06475,Down,0.000000554, AT1G06475,Uncharacterized protein 
AT4G01985,Up,5.60E-07, AT4G01985,Uncharacterized protein 
AT2G41890,Up,5.60E-07, AT2G41890,Curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein 
AT2G20320,Up,5.62E-07, AT2G20320,DENN (AEX-3) domain-containing protein 
AT2G40670,Down,0.000000563, RR16,Response regulator 16 
AT5G67310,Up,5.88E-07, CYP81G1,"Cytochrome P450, family 81, subfamily G, polypeptide 1 "
AT1G30190,Up,6.19E-07, AT1G30190,Cotton fiber protein 
AT4G21390,Up,6.37E-07, B120,S-locus lectin protein kinase family protein 
AT5G67210,Up,6.43E-07, IRX15-L,IRREGULAR XYLEM protein (DUF579) 
AT1G77240,Up,6.46E-07, AAE2,AMP-dependent synthetase and ligase family protein 
AT5G60700,Up,6.51E-07, AT5G60700,Glycosyltransferase family protein 2 
AT2G18670,Up,6.76E-07, AT2G18670,RING/U-box superfamily protein 
AT3G48080,Up,6.94E-07, AT3G48080,Alpha/beta-Hydrolases superfamily protein 
AT1G13490,Up,7.14E-07, AT1G13490,
AT1G09560,Up,7.15E-07, GLP5,Germin-like protein 5 
AT5G67340,Up,7.31E-07, AT5G67340,ARM repeat superfamily protein 
AT5G25170,Up,7.33E-07, AT5G25170,PPPDE putative thiol peptidase family protein 
AT4G33565,Up,7.33E-07, AT4G33565,RING/U-box superfamily protein 
AT1G03370,Up,7.39E-07, AT1G03370,C2 calcium/lipid-binding and GRAM domain containing protein 
AT4G27940,Up,7.94E-07, MTM1,Manganese tracking factor for mitochondrial SOD2 
AT3G13940,Up,8.16E-07, AT3G13940,DNA binding / DNA-directed RNA polymerase 
AT3G55470,Up,8.31E-07, AT3G55470,Calcium-dependent lipid-binding (CaLB domain) family protein 
AT2G44670,Down,0.000000864, AT2G44670,Senescence-associated family protein (DUF581) 
AT3G17170,Down,0.000000865, RFC3,Translation elongation factor EF1B/ribosomal protein S6 family protein 
AT1G65820,Up,8.84E-07, AT1G65820,Microsomal glutathione s-transferase 
AT5G63375,Up,8.90E-07, AT5G63375,Uncharacterized protein 
AT5G62770,Up,8.90E-07, AT5G62770,"Membrane-associated kinase regulator, putative (DUF1645) "
AT1G21313,Up,9.00E-07, AT1G21313,Uncharacterized protein 
AT4G34410,Up,9.47E-07, RRTF1,Redox responsive transcription factor 1 
AT2G25297,Up,9.67E-07, AT2G25297,Uncharacterized protein 
AT5G61560,Up,9.69E-07, AT5G61560,U-box domain-containing protein kinase family protein 
AT2G38360,Up,9.74E-07, PRA1.B4,Prenylated RAB acceptor 1.B4 
AT1G75170,Up,1.02E-06, AT1G75170,Sec14p-like phosphatidylinositol transfer family protein 
AT1G70470,Down,0.00000104, AT1G70470,Uncharacterized protein 
AT1G33560,Up,1.07E-06, ADR1,Disease resistance protein (CC-NBS-LRR class) family 
AT2G37120,Down,0.00000118, AT2G37120,S1FA-like DNA-binding protein 
AT4G16141,Down,0.00000118, AT4G16141,GATA type zinc finger transcription factor family protein 
AT5G54860,Up,1.25E-06, AT5G54860,Major facilitator superfamily protein 
AT2G32930,Up,1.28E-06, ZFN2,Zinc finger nuclease 2 
AT1G19380,Up,1.29E-06, AT1G19380,"Sugar, putative (DUF1195) "
AT2G42360,Up,1.31E-06, ATL41,
AT4G33550,Up,1.32E-06, AT4G33550,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 
AT2G34355,Up,1.32E-06, AT2G34355,Major facilitator superfamily protein 
AT3G48970,Down,0.00000136, AT3G48970,Heavy metal transport/detoxification superfamily protein 
AT3G50770,Up,1.36E-06, CML41,Calmodulin-like 41 
AT1G09940,Up,1.37E-06, HEMA2,Glutamyl-tRNA reductase family protein 
AT4G04500,Up,1.43E-06, CRK37,Cysteine-rich RLK (RECEPTOR-like protein kinase) 37 
AT5G03180,Down,0.00000148, AT5G03180,RING/U-box superfamily protein 
AT2G04080,Up,1.51E-06, AT2G04080,MATE efflux family protein 
AT1G18850,Up,1.53E-06, AT1G18850,Uncharacterized protein 
AT3G47820,Up,1.53E-06, PUB39,PLANT U-BOX 39 
AT2G34070,Up,1.55E-06, TBL37,TRICHOME BIREFRINGENCE-LIKE 37 
AT5G64700,Up,1.65E-06, UMAMIT21,Nodulin MtN21 /EamA-like transporter family protein 
AT5G01540,Up,1.67E-06, LECRKA4.1,Lectin receptor kinase a4.1 
AT4G30060,Up,1.71E-06, AT4G30060,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein "
AT3G04580,Up,1.74E-06, EIN4,"Signal transduction histidine kinase, hybrid-type, ethylene sensor "
AT3G11750,Down,0.00000182, FOLB1,Dihydroneopterin aldolase 
AT3G15680,Down,0.00000183, AT3G15680,Ran BP2/NZF zinc finger-like superfamily protein 
AT5G65450,Down,0.00000184, UBP17,Ubiquitin-specific protease 17 
AT1G17744,Up,1.88E-06, AT1G17744,Uncharacterized protein 
AT1G51620,Up,1.93E-06, AT1G51620,Protein kinase superfamily protein 
AT4G18205,Up,1.95E-06, AT4G18205,Nucleotide-sugar transporter family protein 
AT1G34750,Up,1.99E-06, AT1G34750,Protein phosphatase 2C family protein 
AT5G62280,Down,0.00000202, AT5G62280,DUF1442 family protein (DUF1442) 
AT5G02260,Down,0.00000208, EXPA9,Expansin A9 
AT4G30410,Down,0.00000211, AT4G30410,Sequence-specific DNA binding transcription factor 
AT2G26400,Up,2.21E-06, ARD3,Acireductone dioxygenase 3 
AT2G31230,Up,2.22E-06, ERF15,Ethylene-responsive element binding factor 15 
AT5G60350,Up,2.24E-06, AT5G60350,Uncharacterized protein 
AT3G11850,Up,2.25E-06, AT3G11850,"Myosin-binding protein (Protein of unknown function, DUF593) "
AT4G27680,Up,2.32E-06, AT4G27680,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT1G23860,Up,2.40E-06, RSZ21,RS-containing zinc finger protein 21 
AT4G30390,Up,2.48E-06, AT4G30390,UDP-arabinopyranose mutase 
AT1G59910,Up,2.50E-06, AT1G59910,Actin-binding FH2 (formin homology 2) family protein 
AT4G30270,Up,2.51E-06, XTH24,Xyloglucan endotransglucosylase/hydrolase 24 
AT2G30360,Up,2.55E-06, SIP4,SOS3-interacting protein 4 
AT5G49700,Up,2.58E-06, AT5G49700,Putative AT-hook DNA-binding family protein 
AT4G35600,Up,2.60E-06, CST,Protein kinase superfamily protein 
AT4G36680,Up,2.65E-06, AT4G36680,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT2G46890,Down,0.00000271, AT2G46890,3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295) 
AT3G10605,Up,2.92E-06, AT3G10605,Uncharacterized protein 
AT2G32020,Up,3.03E-06, AT2G32020,Acyl-CoA N-acyltransferases (NAT) superfamily protein 
AT4G12730,Up,3.11E-06, FLA2,FASCICLIN-like arabinogalactan 2 
AT2G46570,Down,0.00000312, LAC6,Laccase 6 
AT3G47430,Down,0.00000314, PEX11B,Peroxin 11B 
AT2G32250,Up,3.18E-06, FRS2,FAR1-related sequence 2 
AT3G55880,Up,3.24E-06, SUE4,Alpha/beta hydrolase related protein 
AT3G63390,Up,3.38E-06, AT3G63390,Uncharacterized protein 
AT1G49480,Down,0.00000342, RTV1,Uncharacterized protein 
AT2G40970,Down,0.00000344, MYBC1,Homeodomain-like superfamily protein 
AT5G61900,Up,3.55E-06, BON1,Calcium-dependent phospholipid-binding Copine family protein 
AT4G14368,Up,3.73E-06, AT4G14368,Regulator of chromosome condensation (RCC1) family protein 
AT5G27520,Up,3.83E-06, PNC2,Peroxisomal adenine nucleotide carrier 2 
AT2G03770,Up,3.83E-06, AT2G03770,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT3G02555,Up,4.00E-06, AT3G02555,Uncharacterized protein 
AT3G26840,Up,4.12E-06, PES2,Esterase/lipase/thioesterase family protein 
AT5G22570,Up,4.13E-06, WRKY38,WRKY DNA-binding protein 38 
AT3G44860,Up,4.25E-06, FAMT,Farnesoic acid carboxyl-O-methyltransferase 
AT5G41010,Up,4.27E-06, NRPB12,"DNA directed RNA polymerase, 7 kDa subunit "
AT5G17460,Up,4.28E-06, AT5G17460,Glutamyl-tRNA (Gln) amidotransferase subunit C 
AT5G12020,Up,4.32E-06, HSP17.6II,17.6 kDa class II heat shock protein 
AT1G14880,Up,4.52E-06, PCR1,PLANT CADMIUM RESISTANCE 1 
AT1G51330,Up,4.52E-06, AT1G51330,Serine protease inhibitor (SERPIN) family protein 
AT5G37500,Up,4.64E-06, GORK,Gated outwardly-rectifying K+ channel 
AT4G27970,Up,4.66E-06, SLAH2,SLAC1 homologue 2 
AT1G17100,Down,0.00000466, HBP1,SOUL heme-binding family protein 
AT5G66658,Up,4.76E-06, AT5G66658,Uncharacterized protein 
AT5G63160,Up,4.79E-06, BT1,BTB and TAZ domain protein 1 
AT2G22870,Up,4.99E-06, EMB2001,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT5G09995,Down,0.00000505, AT5G09995,Uncharacterized protein 
AT4G24160,Up,5.10E-06, AT4G24160,Alpha/beta-Hydrolases superfamily protein 
AT4G34138,Down,0.00000515, UGT73B1,UDP-glucosyl transferase 73B1 
AT1G76800,Down,0.0000052, AT1G76800,Vacuolar iron transporter (VIT) family protein 
AT1G61470,Up,5.21E-06, AT1G61470,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein "
AT2G30400,Up,5.28E-06, OFP2,Ovate family protein 2 
AT5G27750,Up,5.28E-06, AT5G27750,F-box/FBD-like domains containing protein 
AT1G72280,Up,5.42E-06, ERO1,Endoplasmic reticulum oxidoreductins 1 
AT4G23190,Up,5.42E-06, CRK11,Cysteine-rich RLK (RECEPTOR-like protein kinase) 11 
AT4G01600,Down,0.00000549, AT4G01600,GRAM domain family protein 
AT1G71140,Up,5.60E-06, AT1G71140,MATE efflux family protein 
AT5G62020,Up,5.82E-06, HSFB2A,Heat shock transcription factor B2A 
AT1G61562,Up,5.93E-06, AT1G61562,Uncharacterized protein 
AT3G14710,Up,6.12E-06, AT3G14710,RNI-like superfamily protein 
AT4G14145,Down,0.00000616, AT4G14145,Cytochrome C oxidase assembly protein 
AT2G22470,Up,6.41E-06, AGP2,Arabinogalactan protein 2 
AT2G47060,Up,6.58E-06, PTI1-4,Protein kinase superfamily protein 
AT2G28815,Up,6.68E-06, AT2G28815,50S ribosomal protein L16 
AT1G64100,Up,6.84E-06, AT1G64100,Pentatricopeptide (PPR) repeat-containing protein 
AT4G37390,Up,6.93E-06, BRU6,Auxin-responsive GH3 family protein 
AT4G30620,Down,0.00000698, AT4G30620,"Putative BCR, YbaB family COG0718 "
AT5G39050,Up,7.12E-06, PMAT1,HXXXD-type acyl-transferase family protein 
AT2G31020,Up,7.24E-06, ORP1A,OSBP(oxysterol binding protein)-related protein 1A 
AT2G31018,Up,7.24E-06, AT2G31018,Uncharacterized protein 
AT5G25940,Up,7.37E-06, AT5G25940,Early nodulin-like protein 
AT4G00970,Up,7.40E-06, CRK41,Cysteine-rich RLK (RECEPTOR-like protein kinase) 41 
AT5G11950,Down,0.00000763, LOG8,Putative lysine decarboxylase family protein 
AT2G40750,Up,7.74E-06, WRKY54,WRKY DNA-binding protein 54 
AT3G15990,Up,7.74E-06, SULTR3;4,Sulfate transporter 3;4 
AT4G01370,Up,7.74E-06, MPK4,MAP kinase 4 
AT4G39890,Up,7.74E-06, RABH1c,RAB GTPase homolog H1C 
AT2G39420,Up,7.88E-06, AT2G39420,Alpha/beta-Hydrolases superfamily protein 
AT2G30840,Up,7.90E-06, AT2G30840,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 
AT1G21120,Up,7.91E-06, IGMT2,O-methyltransferase family protein 
AT3G10520,Down,0.00000803, HB2,Hemoglobin 2 
AT3G05370,Up,8.07E-06, RLP31,Receptor like protein 31 
AT2G44578,Up,8.17E-06, AT2G44578,RING/U-box superfamily protein 
AT5G62830,Up,8.48E-06, AT5G62830,F-box associated ubiquitination effector family protein 
AT1G02170,Up,8.50E-06, MC1,Metacaspase 1 
AT5G01900,Up,8.56E-06, WRKY62,WRKY DNA-binding protein 62 
AT3G58000,Down,0.0000086, AT3G58000,VQ motif-containing protein 
AT2G29350,Up,8.64E-06, SAG13,Senescence-associated 13 
AT1G15385,Up,8.78E-06, AT1G15385,Cotton fiber protein 
AT3G29670,Down,0.00000879, PMAT2,HXXXD-type acyl-transferase family protein 
AT1G64105,Up,8.79E-06, NAC027,NAC domain containing protein 27 
AT3G43430,Down,0.00000881, AT3G43430,RING/U-box superfamily protein 
AT2G17290,Up,9.21E-06, CPK6,Calcium-dependent protein kinase family protein 
AT4G00290,Up,9.22E-06, AT4G00290,Mechanosensitive ion channel protein 
AT1G11610,Up,9.23E-06, CYP71A18,"Cytochrome P450, family 71, subfamily A, polypeptide 18 "
AT5G53130,Up,9.27E-06, CNGC1,Cyclic nucleotide gated channel 1 
AT3G07370,Up,9.33E-06, CHIP,Carboxyl terminus of HSC70-interacting protein 
AT1G72700,Up,9.35E-06, AT1G72700,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein 
AT3G62950,Down,0.00000942, AT3G62950,Thioredoxin superfamily protein 
AT5G51970,Down,0.00000942, AT5G51970,GroES-like zinc-binding alcohol dehydrogenase family protein 
AT1G43710,Down,0.00000958, EMB1075,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein 
AT2G32765,Down,0.00000961, SUMO5,Small ubiquitinrelated modifier 5 
AT5G19120,Down,0.00000961, AT5G19120,Eukaryotic aspartyl protease family protein 
AT5G17390,Up,9.88E-06, AT5G17390,Adenine nucleotide alpha hydrolases-like superfamily protein 
AT5G54840,Up,9.94E-06, SGP1,Ras-related small GTP-binding family protein 
AT4G01360,Up,1.03E-05, BPS3,BPS1-like protein 
AT2G48010,Up,1.05E-05, RKF3,Receptor-like kinase in in flowers 3 
AT5G62865,Up,1.05E-05, AT5G62865,Uncharacterized protein 
AT5G65420,Down,0.0000106, CYCD4;1,CYCLIN D4;1 
AT4G34560,Down,0.0000108, AT4G34560,Uncharacterized protein 
AT3G49540,Up,1.11E-05, AT3G49540,Uncharacterized protein 
AT5G06265,Down,0.0000111, AT5G06265,Hyaluronan mediated motility receptor-like protein 
AT2G34930,Up,1.13E-05, AT2G34930,Disease resistance family protein / LRR family protein 
AT3G52070,Down,0.0000115, AT3G52070,RNA/RNP complex-1-interacting phosphatase 
AT5G39020,Up,1.15E-05, AT5G39020,Malectin/receptor-like protein kinase family protein 
AT5G08240,Up,1.17E-05, AT5G08240,Uncharacterized protein 
AT2G24150,Down,0.000012, HHP3,Heptahelical protein 3 
AT3G29280,Down,0.000012, AT3G29280,Uncharacterized protein 
AT4G05110,Down,0.0000122, ENT6,Equilibrative nucleoside transporter 6 
AT1G79820,Down,0.0000124, SGB1,Major facilitator superfamily protein 
AT4G09130,Up,1.25E-05, AT4G09130,RING/U-box superfamily protein 
AT1G13260,Up,1.26E-05, RAV1,Uncharacterized protein 
AT5G06860,Up,1.28E-05, PGIP1,Polygalacturonase inhibiting protein 1 
AT1G25250,Down,0.0000128, IDD16,Indeterminate(ID)-domain 16 
AT3G50900,Up,1.29E-05, AT3G50900,Uncharacterized protein 
AT1G65510,Up,1.29E-05, AT1G65510,Uncharacterized protein 
AT2G37970,Up,1.31E-05, SOUL-1,SOUL heme-binding family protein 
AT2G21500,Up,1.31E-05, AT2G21500,RING/U-box superfamily protein 
AT1G68620,Up,1.36E-05, AT1G68620,Alpha/beta-Hydrolases superfamily protein 
AT5G37420,Up,1.36E-05, AT5G37420,
AT1G74770,Up,1.36E-05, AT1G74770,Zinc ion binding protein 
AT2G27660,Up,1.37E-05, AT2G27660,Cysteine/Histidine-rich C1 domain family protein 
AT1G22590,Down,0.0000141, AGL87,AGAMOUS-like 87 
AT5G64620,Down,0.0000143, C/VIF2,Cell wall / vacuolar inhibitor of fructosidase 2 
AT3G62770,Up,1.48E-05, AtATG18a,Transducin/WD40 repeat-like superfamily protein 
AT3G53980,Up,1.49E-05, AT3G53980,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 
AT4G17810,Down,0.0000149, AT4G17810,C2H2 and C2HC zinc fingers superfamily protein 
AT1G08560,Down,0.0000155, SYP111,Syntaxin of plants 111 
AT1G70475,Down,0.0000157, AT1G70475,Uncharacterized protein 
AT1G17860,Up,1.59E-05, KTI5,
AT5G60200,Down,0.0000171, TMO6,TARGET OF MONOPTEROS 6 
AT3G28850,Up,1.72E-05, AT3G28850,Glutaredoxin family protein 
AT3G15760,Up,1.76E-05, AT3G15760,Cytochrome P450 family protein 
AT2G22640,Down,0.0000176, BRK1,BRICK1 
AT5G66470,Down,0.0000176, AT5G66470,GTP-binding protein Era-like protein 
AT2G42200,Down,0.0000178, SPL9,Squamosa promoter binding protein-like 9 
AT3G27810,Up,1.78E-05, MYB21,Myb domain protein 21 
AT3G27809,Up,1.78E-05, AT3G27809,Uncharacterized protein 
AT2G41690,Up,1.80E-05, HSFB3,Heat shock transcription factor B3 
AT2G23170,Up,1.90E-05, GH3.3,Auxin-responsive GH3 family protein 
AT3G02550,Up,1.93E-05, LBD41,LOB domain-containing protein 41 
AT1G04090,Up,1.94E-05, AT1G04090,Vacuolar sorting-associated protein (DUF946) 
AT1G01680,Up,2.02E-05, PUB54,Plant U-box 54 
AT4G35770,Up,2.06E-05, SEN1,Rhodanese/Cell cycle control phosphatase superfamily protein 
AT1G07630,Up,2.21E-05, PLL5,Pol-like 5 
AT4G20780,Up,2.21E-05, CML42,Calmodulin like 42 
AT1G10700,Up,2.24E-05, PRS3,Phosphoribosyl pyrophosphate (PRPP) synthase 3 
AT5G64750,Up,2.24E-05, ABR1,Integrase-type DNA-binding superfamily protein 
AT5G11650,Up,2.25E-05, AT5G11650,Alpha/beta-Hydrolases superfamily protein 
AT4G39770,Down,0.0000232, TPPH,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein 
AT2G24762,Down,0.0000234, GDU4,Glutamine dumper 4 
AT4G17080,Up,2.38E-05, AT4G17080,Histone H3 K4-specific methyltransferase SET7/9 family protein 
AT1G72190,Down,0.000024, AT1G72190,D-isomer specific 2-hydroxyacid dehydrogenase family protein 
AT1G19230,Up,2.41E-05, AT1G19230,Riboflavin synthase-like superfamily protein 
AT1G05340,Up,2.44E-05, AT1G05340,Cysteine-rich TM module stress tolerance protein 
AT5G28237,Up,2.45E-05, AT5G28237,Pyridoxal-5'-phosphate-dependent enzyme family protein 
AT2G45570,Up,2.47E-05, CYP76C2,"Cytochrome P450, family 76, subfamily C, polypeptide 2 "
AT3G03060,Up,2.47E-05, AT3G03060,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT2G43570,Up,2.49E-05, CHI,Chitinase 
AT5G14350,Down,0.0000252, AT5G14350,Pentatricopeptide repeat (PPR) superfamily protein 
AT4G30370,Up,2.55E-05, AT4G30370,RING/U-box superfamily protein 
AT4G14540,Down,0.0000256, NF-YB3,"Nuclear factor Y, subunit B3 "
AT1G28375,Up,2.56E-05, AT1G28375,Uncharacterized protein 
AT2G41010,Up,2.56E-05, CAMBP25,Calmodulin (CAM)-binding protein of 25 kDa 
AT5G15960,Up,2.58E-05, KIN1,Stress-responsive protein (KIN1) / stress-induced protein (KIN1) 
