Geneid	Chr	Start	End	Strand	Length	control_1	control_2	control_3	uvc_1	uvc_2	uvc_3
gene:AT1G15840	1	5451432	5452374	+	943	0	0	0	0	0	1
gene:AT1G15850	1	5453245	5454088	-	844	0	0	0	0	0	0
gene:AT1G15860	1	5454766	5457022	+	2257	86	189	34	546	170	323
gene:AT1G15870	1	5457084	5458429	+	1346	0	12	1	86	3	5
gene:AT1G15880	1	5458398	5460359	-	1962	109	187	31	206	42	40
gene:AT1G15885	1	5460477	5461297	+	821	34	36	13	0	0	88
gene:AT1G15890	1	5461309	5464241	+	2933	68	3	26	80	79	92
gene:AT1G15900	1	5464273	5464947	+	675	0	0	0	190	0	3
gene:AT1G15910	1	5465251	5469180	+	3930	453	473	269	306	160	117
gene:AT1G15920	1	5469255	5471149	+	1895	216	223	45	534	43	21
gene:AT1G15930	1	5471316	5473048	+	1733	994	1210	625	1879	477	560
gene:AT1G15940	1	5473359	5478405	+	5047	333	497	199	1596	155	339
gene:AT1G15950	1	5478603	5482180	+	3578	234	479	319	506	307	398
gene:AT1G15960	1	5481665	5486105	-	4441	369	518	393	581	278	136
gene:AT1G15970	1	5486273	5489132	-	2860	115	221	174	103	16	22
gene:AT1G15980	1	5489145	5491363	+	2219	619	1161	590	940	8	276
gene:AT1G15990	1	5491133	5494192	-	3060	9	83	59	3	1	22
gene:AT1G16000	1	5494533	5495359	+	827	143	282	156	340	46	48
gene:AT1G16010	1	5495373	5497723	-	2351	185	394	74	953	80	235
gene:AT1G16020	1	5498012	5501358	+	3347	64	184	89	179	0	59
gene:AT1G16022	1	5501317	5501856	-	540	3	15	1	106	0	6
gene:AT1G16025	1	5501505	5501959	+	455	2	12	1	98	0	6
gene:AT1G16030	1	5501966	5504535	-	2570	164	23	34	48	24	1
gene:AT1G16040	1	5504608	5507059	+	2452	102	124	5	2	0	3
gene:AT1G16060	1	5508311	5511736	+	3426	16	20	0	5	3	21
gene:AT1G16070	1	5510301	5513980	-	3680	17	59	7	5	19	7
gene:AT1G16080	1	5514262	5516027	+	1766	456	1015	239	122	113	161
gene:AT1G16090	1	5516259	5517822	+	1564	20	45	11	215	36	32
gene:AT1G16110	1	5518219	5520929	+	2711	18	21	10	370	1	115
gene:AT1G16120	1	5522602	5525452	+	2851	0	1	1	2	0	8
gene:AT1G16130	1	5525293	5528212	+	2920	20	3	0	168	5	64
gene:AT1G16150	1	5532298	5535060	+	2763	1	0	0	90	0	32
gene:AT1G16160	1	5535766	5538501	+	2736	0	15	1	1	0	0
gene:AT1G16170	1	5538666	5540002	-	1337	73	149	65	0	16	14
gene:AT1G16180	1	5540050	5542902	+	2853	985	1190	539	3304	799	783
gene:AT1G16190	1	5543119	5546103	+	2985	210	166	66	16	90	63
gene:AT1G16210	1	5546099	5547753	-	1655	405	481	228	2385	524	490
gene:AT1G16220	1	5548262	5550770	+	2509	18	15	0	11	19	37
gene:AT1G16225	1	5550791	5552414	-	1624	17	0	0	0	0	0
gene:AT1G16230	1	5553467	5554489	-	1023	0	0	0	2	4	0
gene:AT1G16240	1	5554843	5556844	-	2002	335	459	146	227	279	251
gene:AT1G16250	1	5556964	5559520	+	2557	148	90	28	472	52	28
gene:AT1G16260	1	5559498	5562192	-	2695	70	132	74	319	144	59
gene:AT1G16270	1	5562861	5568368	+	5508	289	486	130	806	464	348
gene:AT1G16280	1	5567742	5570679	-	2938	144	96	62	522	111	52
gene:AT1G16290	1	5570753	5573958	-	3206	0	0	0	0	0	0
gene:AT1G16300	1	5574257	5577622	+	3366	10	48	25	318	50	49
gene:AT1G16310	1	5578265	5580730	+	2466	45	104	76	3	20	48
gene:AT1G16320	1	5580821	5582154	+	1334	245	312	178	245	23	39
gene:AT1G16330	1	5582387	5587461	-	5075	37	66	23	85	28	19
gene:AT1G16340	1	5587722	5590761	-	3040	154	103	56	20	1	14
gene:AT1G16350	1	5590756	5593098	+	2343	795	805	393	759	70	296
gene:AT1G16360	1	5593270	5595814	-	2545	0	1	0	0	0	0
gene:AT1G16370	1	5596633	5598447	+	1815	0	9	0	0	22	2
gene:AT1G16380	1	5598411	5601367	-	2957	0	0	0	0	0	0
gene:AT1G16390	1	5602786	5604770	+	1985	0	7	4	0	0	0
gene:AT1G16400	1	5605044	5607498	+	2455	20	17	19	161	0	2
gene:AT1G16410	1	5608682	5612064	+	3383	355	300	146	1710	898	484
gene:AT1G16420	1	5612150	5614020	-	1871	2	2	1	317	110	63
gene:AT1G16430	1	5614593	5615660	+	1068	11	45	1	4	55	0
gene:AT1G16440	1	5615808	5617672	+	1865	0	9	0	0	0	0
gene:AT1G16445	1	5617786	5619456	+	1671	26	28	14	0	0	12
gene:AT1G16460	1	5619545	5622674	-	3130	355	533	218	173	45	100
gene:AT1G16470	1	5622746	5625683	+	2938	240	392	153	908	129	149
gene:AT1G16480	1	5625699	5629013	-	3315	73	47	8	117	1	62
gene:AT1G16490	1	5629655	5631088	-	1434	114	103	77	0	31	15
gene:AT1G16500	1	5638779	5640202	+	1424	7	39	0	222	39	42
gene:AT1G16510	1	5644572	5645443	-	872	5	20	11	1	67	2
gene:AT1G16515	1	5647462	5648114	-	653	0	1	0	0	0	0
gene:AT1G16520	1	5648636	5651167	+	2532	283	169	94	302	111	60
gene:AT1G16530	1	5651268	5652883	-	1616	0	13	0	0	0	0
gene:AT1G16540	1	5659370	5665488	+	6119	84	111	74	299	220	146
gene:AT1G16560	1	5668384	5670708	+	2325	336	393	143	246	141	186
gene:AT1G16570	1	5670577	5673600	-	3024	84	96	60	15	8	15
gene:AT1G16590	1	5673707	5675143	+	1437	32	34	51	0	58	4
gene:AT1G16610	1	5675495	5678873	-	3379	340	298	194	972	257	265
gene:AT1G16630	1	5681973	5684909	-	2937	272	199	94	3	31	87
gene:AT1G16640	1	5686525	5687727	+	1203	40	44	26	179	17	6
gene:AT1G16650	1	5687871	5691369	+	3499	43	53	30	32	104	47
gene:AT1G16670	1	5697216	5699870	+	2655	105	81	36	1811	611	387
gene:AT1G16680	1	5702153	5705892	+	3740	499	515	300	527	128	99
gene:AT1G16690	1	5705897	5709563	+	3667	34	82	16	126	27	174
gene:AT1G16700	1	5709624	5712043	+	2420	246	456	223	593	187	162
gene:AT1G16705	1	5712022	5713752	+	1731	0	0	0	0	0	0
gene:AT1G16710	1	5713794	5722614	+	8821	488	592	209	1015	250	311
gene:AT1G16720	1	5722891	5726478	+	3588	690	1021	304	889	110	419
gene:AT1G16730	1	5726368	5727406	-	1039	2	32	12	0	0	2
gene:AT1G16740	1	5727622	5729115	+	1494	103	248	72	59	109	87
gene:AT1G16750	1	5729057	5731934	-	2878	38	91	123	221	0	15
gene:AT1G16760	1	5734190	5737704	+	3515	4	1	7	3	1	0
gene:AT1G16770	1	5737839	5739377	+	1539	2	6	8	0	0	0
gene:AT1G16780	1	5739468	5744636	-	5169	94	284	101	144	55	21
gene:AT1G16790	1	5744335	5745259	+	925	39	101	37	5	0	0
gene:AT1G16800	1	5744484	5755468	-	10985	272	406	112	409	113	109
gene:AT1G16810	1	5755588	5756895	+	1308	279	543	270	684	261	222
gene:AT1G16820	1	5756835	5758653	-	1819	60	73	24	200	63	28
gene:AT1G16825	1	5758855	5760509	+	1655	0	44	53	8	34	0
gene:AT1G16830	1	5760626	5762619	+	1994	22	30	2	0	14	2
gene:AT1G16840	1	5762694	5764184	-	1491	104	301	91	158	107	42
gene:AT1G16850	1	5764807	5765798	-	992	15	3	0	0	9	44
gene:AT1G16860	1	5767300	5770602	+	3303	229	351	200	293	183	92
gene:AT1G16870	1	5770732	5773322	-	2591	165	286	221	704	107	91
gene:AT1G16880	1	5773512	5776308	+	2797	3210	5616	2005	1761	529	816
gene:AT1G16890	1	5776177	5778529	-	2353	1153	1648	526	2457	891	970
gene:AT1G16900	1	5779008	5782433	-	3426	145	210	36	802	114	188
gene:AT1G16905	1	5782455	5783840	-	1386	6	0	0	0	0	0
gene:AT1G16910	1	5785003	5785959	+	957	0	0	0	0	0	0
gene:AT1G16916	1	5786557	5787329	-	773	38	105	57	128	23	8
gene:AT1G16920	1	5787150	5789312	-	2163	134	221	72	3	49	39
gene:AT1G16930	1	5789679	5791752	+	2074	0	7	0	0	0	33
gene:AT1G16940	1	5791983	5793491	+	1509	0	0	0	0	0	0
gene:AT1G16945	1	5793905	5794197	+	293	0	0	0	0	0	0
gene:AT1G16950	1	5795879	5796666	+	788	0	0	0	0	0	0
gene:AT1G16960	1	5799741	5800887	+	1147	2	70	18	10	0	0
gene:AT1G16970	1	5800767	5805811	-	5045	154	210	105	790	118	51
gene:AT1G16980	1	5807200	5811610	+	4411	1	5	3	98	0	0
gene:AT1G17000	1	5812728	5816662	+	3935	0	0	0	0	0	2
gene:AT1G17010	1	5817567	5819352	+	1786	0	0	0	0	0	0
gene:AT1G17020	1	5820080	5822013	+	1934	0	0	0	0	0	0
gene:AT1G17030	1	5822309	5824464	+	2156	0	1	12	1	0	13
gene:AT1G17040	1	5824771	5828266	+	3496	45	105	36	211	0	7
gene:AT1G17050	1	5828915	5831383	+	2469	112	177	73	331	73	42
gene:AT1G17060	1	5832094	5835488	-	3395	7	13	22	292	3	34
gene:AT1G17065	1	5832303	5834030	+	1728	7	9	2	3	3	31
gene:AT1G17070	1	5837590	5840332	+	2743	89	195	62	837	154	351
gene:AT1G17080	1	5840269	5841745	-	1477	164	183	149	799	218	109
gene:AT1G17090	1	5842168	5844367	-	2200	38	61	30	2	0	4
gene:AT1G17100	1	5844646	5845661	+	1016	408	597	294	91	63	62
gene:AT1G17110	1	5845675	5850934	-	5260	432	711	133	578	383	386
gene:AT1G17120	1	5851860	5853987	+	2128	192	161	60	228	214	106
gene:AT1G17130	1	5854093	5856697	+	2605	193	398	133	1984	197	487
gene:AT1G17140	1	5856573	5858550	-	1978	134	149	122	26	93	141
gene:AT1G17145	1	5860078	5862890	-	2813	65	165	171	389	47	26
gene:AT1G17147	1	5863109	5864059	-	951	0	9	2	225	126	273
gene:AT1G17150	1	5865707	5867495	+	1789	0	0	0	0	0	64
gene:AT1G17160	1	5867535	5869436	+	1902	72	96	38	222	25	62
gene:AT1G17170	1	5869543	5870883	+	1341	51	71	16	2416	687	1254
gene:AT1G17180	1	5872024	5873124	+	1101	1	1	1	1881	400	330
gene:AT1G17190	1	5875295	5876620	+	1326	0	5	2	0	0	3
gene:AT1G17200	1	5878390	5880073	+	1684	23	20	5	0	0	45
gene:AT1G17210	1	5879996	5884773	-	4778	760	622	398	608	250	323
gene:AT1G17220	1	5885007	5890500	+	5494	2113	2903	1669	2289	749	972
gene:AT1G17230	1	5890616	5895141	+	4526	374	536	235	731	275	287
gene:AT1G17235	1	5895351	5896250	+	900	6	9	0	13	0	18
gene:AT1G17240	1	5896385	5898931	-	2547	9	1	0	4	2	44
gene:AT1G17250	1	5901169	5903439	-	2271	33	7	6	0	0	9
gene:AT1G17260	1	5904058	5908898	+	4841	0	4	26	0	1	13
gene:AT1G17270	1	5909085	5911708	-	2624	35	91	3	173	68	38
gene:AT1G17280	1	5916832	5920393	-	3562	241	376	112	359	154	174
gene:AT1G17285	1	5920542	5921483	+	942	0	4	0	5	0	0
gene:AT1G17290	1	5922332	5926400	+	4069	667	632	366	7375	1818	1850
gene:AT1G17300	1	5926636	5927784	+	1149	0	0	0	1	0	0
gene:AT1G17310	1	5927925	5928833	-	909	0	0	0	0	0	0
gene:AT1G17330	1	5929826	5931926	+	2101	55	49	74	518	182	117
gene:AT1G17340	1	5933780	5938817	+	5038	194	285	82	663	207	255
gene:AT1G17345	1	5940292	5941525	+	1234	0	0	0	0	0	0
gene:AT1G17350	1	5941549	5944465	+	2917	100	37	47	7	0	11
gene:AT1G17360	1	5946448	5951561	+	5114	718	841	351	1265	147	450
gene:AT1G17370	1	5951542	5955143	-	3602	454	322	166	535	243	256
gene:AT1G17380	1	5955155	5957511	-	2357	38	25	17	4551	994	1094
gene:AT1G17400	1	5960471	5962481	-	2011	0	0	0	0	0	0
gene:AT1G17410	1	5968410	5969995	-	1586	129	73	5	4	145	21
gene:AT1G17420	1	5977323	5981521	+	4199	49	89	44	4476	1053	990
gene:AT1G17430	1	5982145	5984013	+	1869	54	120	54	155	0	12
gene:AT1G17440	1	5983984	5987934	-	3951	358	542	240	1452	661	537
gene:AT1G17450	1	5988280	5997033	-	8754	179	291	125	325	54	202
gene:AT1G17455	1	5997057	5998599	+	1543	62	95	35	70	0	9
gene:AT1G17460	1	5998765	6002732	+	3968	40	149	66	58	22	42
gene:AT1G17470	1	6002888	6006410	+	3523	273	622	181	524	241	160
gene:AT1G17480	1	6006413	6008501	-	2089	149	140	113	32	0	48
gene:AT1G17490	1	6008437	6009420	+	984	91	161	93	178	14	53
gene:AT1G17500	1	6017808	6023503	+	5696	277	420	201	1514	335	424
gene:AT1G17510	1	6023504	6024309	-	806	63	51	2	41	58	3
gene:AT1G17520	1	6024636	6027565	-	2930	141	159	57	122	128	110
gene:AT1G17530	1	6027487	6029115	+	1629	155	128	43	220	70	64
gene:AT1G17540	1	6029138	6032860	-	3723	0	36	0	0	0	18
gene:AT1G17545	1	6033109	6033908	+	800	0	0	0	0	0	0
gene:AT1G17550	1	6034270	6037398	+	3129	462	513	371	1150	271	280
gene:AT1G17560	1	6037405	6038698	-	1294	47	108	1	140	0	12
gene:AT1G17580	1	6039250	6049685	+	10436	427	491	127	151	112	220
gene:AT1G17590	1	6050164	6052628	-	2465	14	66	3	120	57	12
gene:AT1G17600	1	6052936	6058114	-	5179	20	108	75	675	275	173
gene:AT1G17610	1	6054922	6058357	+	3436	15	67	39	422	112	104
gene:AT1G17615	1	6059389	6060851	+	1463	0	0	0	5	0	4
gene:AT1G17620	1	6061895	6063362	+	1468	263	300	24	378	141	163
gene:AT1G17630	1	6064482	6067151	+	2670	46	55	2	14	0	6
gene:AT1G17640	1	6067086	6069392	-	2307	85	76	40	5	36	24
gene:AT1G17650	1	6069424	6072140	-	2717	189	295	70	258	69	87
gene:AT1G17665	1	6072153	6074525	-	2373	168	281	149	214	112	87
gene:AT1G17680	1	6076071	6082395	+	6325	192	204	144	690	87	37
gene:AT1G17690	1	6082722	6088381	-	5660	147	312	56	816	324	395
gene:AT1G17700	1	6089460	6090339	+	880	0	21	0	0	0	17
gene:AT1G17710	1	6090405	6092027	-	1623	39	22	5	0	7	0
gene:AT1G17720	1	6093185	6098443	-	5259	546	769	405	1510	540	560
gene:AT1G17730	1	6099039	6100397	+	1359	277	248	122	861	213	298
gene:AT1G17744	1	6100961	6101983	-	1023	104	33	13	616	360	397
gene:AT1G17745	1	6100964	6105347	+	4384	365	262	112	3585	1425	1548
gene:AT1G17750	1	6106323	6110120	+	3798	40	46	11	6146	1739	1687
gene:AT1G17760	1	6110107	6116617	-	6511	125	237	63	331	90	49
gene:AT1G17770	1	6120741	6122822	+	2082	0	0	0	0	0	0
gene:AT1G17780	1	6123567	6125339	+	1773	133	172	95	228	55	61
gene:AT1G17790	1	6125278	6127567	-	2290	173	62	73	79	20	88
gene:AT1G17800	1	6128823	6129508	+	686	0	0	0	0	0	0
gene:AT1G17810	1	6130025	6131627	+	1603	0	12	0	0	0	31
gene:AT1G17820	1	6131537	6135345	-	3809	67	155	30	219	57	51
gene:AT1G17830	1	6135751	6138500	-	2750	13	46	0	13	0	6
gene:AT1G17840	1	6142402	6146521	+	4120	137	65	28	7	19	29
gene:AT1G17850	1	6145926	6148940	-	3015	171	261	113	91	50	44
gene:AT1G17860	1	6149178	6150038	+	861	5	35	14	813	101	83
gene:AT1G17870	1	6149939	6152222	-	2284	32	16	4	104	19	32
gene:AT1G17880	1	6152384	6153982	-	1599	667	1461	516	1518	486	698
gene:AT1G17890	1	6154264	6155804	-	1541	209	200	152	676	222	207
gene:AT1G17910	1	6159126	6161615	+	2490	0	0	0	0	0	0
gene:AT1G17920	1	6161870	6165820	-	3951	0	1	0	2	0	0
gene:AT1G17930	1	6166220	6168845	-	2626	74	111	73	99	21	33
gene:AT1G17940	1	6169285	6173273	-	3989	78	197	47	30	2	47
gene:AT1G17950	1	6177481	6179289	+	1809	0	20	4	1	0	0
gene:AT1G17960	1	6180865	6183806	-	2942	0	14	0	68	9	10
gene:AT1G17970	1	6184717	6187499	+	2783	70	140	10	76	81	42
gene:AT1G17980	1	6187465	6191708	-	4244	270	357	72	227	117	155
gene:AT1G17990	1	6192033	6194093	-	2061	0	0	0	1	0	0
gene:AT1G18000	1	6194426	6196343	-	1918	0	0	0	0	0	0
gene:AT1G18010	1	6199690	6201759	+	2070	0	0	0	2	0	0
gene:AT1G18020	1	6202235	6204234	+	2000	0	1	0	0	0	0
gene:AT1G18030	1	6204259	6206988	+	2730	84	126	54	84	37	21
gene:AT1G18040	1	6206871	6209528	-	2658	34	66	57	176	28	26
gene:AT1G18050	1	6209771	6211588	-	1818	0	0	0	0	0	0
gene:AT1G18060	1	6211832	6213591	-	1760	184	205	63	102	143	56
gene:AT1G18070	1	6213651	6218384	-	4734	766	1173	481	2677	629	1078
gene:AT1G18080	1	6222201	6224242	+	2042	1028	1419	553	2818	550	913
gene:AT1G18090	1	6224405	6227822	+	3418	82	36	10	79	0	32
gene:AT1G18100	1	6227217	6230194	-	2978	32	12	0	79	0	0
gene:AT1G18130	1	6235895	6238799	+	2905	0	1	0	0	0	0
gene:AT1G18140	1	6238839	6241510	-	2672	2	9	0	0	0	0
gene:AT1G18150	1	6244298	6247830	-	3533	162	285	153	1002	229	342
gene:AT1G18160	1	6248619	6254080	+	5462	348	390	174	1321	280	245
gene:AT1G18170	1	6254094	6255734	+	1641	172	389	148	269	30	50
gene:AT1G18180	1	6255736	6257900	+	2165	15	65	8	35	0	11
gene:AT1G18190	1	6257851	6261501	-	3651	109	149	81	132	97	131
gene:AT1G18193	1	6262602	6263258	+	657	0	0	0	0	0	0
gene:AT1G18197	1	6263682	6264925	-	1244	0	0	0	0	1	0
gene:AT1G18200	1	6265416	6267076	-	1661	19	1	0	0	0	8
gene:AT1G18210	1	6266609	6268939	-	2331	200	321	114	2222	417	784
gene:AT1G18220	1	6269670	6269807	-	138	0	0	0	0	0	10
gene:AT1G18250	1	6276777	6278258	-	1482	227	265	129	101	4	42
gene:AT1G18260	1	6278788	6282144	-	3357	366	488	216	598	120	126
gene:AT1G18265	1	6282233	6283348	-	1116	16	3	13	93	22	19
gene:AT1G18270	1	6283370	6293993	-	10624	594	639	217	670	189	516
gene:AT1G18280	1	6294160	6295372	+	1213	0	0	0	0	0	0
gene:AT1G18290	1	6297219	6298328	+	1110	0	0	0	0	0	0
gene:AT1G18300	1	6299669	6301139	+	1471	117	84	79	239	77	164
gene:AT1G18310	1	6301200	6303956	-	2757	0	0	1	0	0	0
gene:AT1G18320	1	6304360	6305689	+	1330	6	8	0	0	0	20
gene:AT1G18330	1	6305814	6308243	-	2430	0	7	12	0	4	0
gene:AT1G18335	1	6308925	6311373	-	2449	98	52	32	97	12	8
gene:AT1G18340	1	6311443	6313931	-	2489	42	105	38	7	40	7
gene:AT1G18350	1	6315636	6316738	+	1103	0	0	0	0	0	8
gene:AT1G18360	1	6316695	6319427	-	2733	63	114	29	109	68	34
gene:AT1G18370	1	6319450	6324378	-	4929	181	220	90	405	79	29
gene:AT1G18390	1	6325536	6330179	+	4644	5	21	1	924	226	225
gene:AT1G18400	1	6331398	6333856	+	2459	156	215	37	1	8	5
gene:AT1G18410	1	6336300	6342527	-	6228	1	0	0	0	0	6
gene:AT1G18420	1	6343330	6345689	+	2360	47	130	54	189	0	22
gene:AT1G18440	1	6345974	6347918	+	1945	54	96	3	177	3	13
gene:AT1G18450	1	6348048	6352010	+	3963	228	430	189	118	45	117
gene:AT1G18460	1	6352325	6356113	+	3789	182	259	54	432	79	95
gene:AT1G18470	1	6355695	6360344	-	4650	458	628	162	727	224	206
gene:AT1G18480	1	6361586	6363061	+	1476	233	168	80	1374	484	455
gene:AT1G18485	1	6363042	6366263	+	3222	206	166	58	4	53	75
gene:AT1G18486	1	6366397	6366753	+	357	0	1	0	0	0	0
gene:AT1G18490	1	6366520	6368879	+	2360	113	94	47	235	1	8
gene:AT1G18500	1	6368966	6373080	+	4115	397	668	245	1152	513	636
gene:AT1G18510	1	6373265	6374090	+	826	0	3	0	0	0	0
gene:AT1G18520	1	6374906	6376333	+	1428	0	0	0	0	4	0
gene:AT1G18530	1	6376623	6377256	+	634	0	0	0	0	0	1
gene:AT1G18540	1	6376639	6378580	-	1942	1023	1620	518	2137	511	812
gene:AT1G18550	1	6381441	6384587	-	3147	13	65	18	115	15	44
gene:AT1G18560	1	6385186	6388180	+	2995	67	85	7	259	38	8
gene:AT1G18570	1	6389399	6391386	+	1988	364	341	301	3254	1063	1099
gene:AT1G18580	1	6395769	6398274	+	2506	171	341	59	615	218	181
gene:AT1G18590	1	6398531	6400029	+	1499	402	262	344	1009	616	514
gene:AT1G18600	1	6400282	6402794	+	2513	131	163	16	163	48	24
gene:AT1G18610	1	6405607	6409532	+	3926	164	103	80	5	1	13
gene:AT1G18620	1	6409655	6414569	+	4915	231	683	181	714	74	256
gene:AT1G18630	1	6414609	6416459	+	1851	141	63	24	173	132	63
gene:AT1G18640	1	6416169	6418693	-	2525	309	269	165	339	50	82
gene:AT1G18650	1	6418838	6421188	-	2351	156	437	164	146	42	94
gene:AT1G18660	1	6420856	6425898	+	5043	336	521	228	234	158	61
gene:AT1G18670	1	6426709	6431093	-	4385	124	240	35	139	3	42
gene:AT1G18680	1	6431938	6433552	-	1615	27	36	0	58	0	0
gene:AT1G18690	1	6433517	6437236	+	3720	143	101	135	18	22	84
gene:AT1G18700	1	6437474	6444076	+	6603	259	420	113	81	69	69
gene:AT1G18710	1	6450585	6453263	+	2679	1	8	0	0	28	24
gene:AT1G18720	1	6457775	6460405	-	2631	518	886	402	1521	442	258
gene:AT1G18730	1	6460403	6462344	+	1942	324	894	310	443	120	216
gene:AT1G18740	1	6463849	6465476	+	1628	71	135	23	352	109	124
gene:AT1G18750	1	6466667	6469984	+	3318	0	27	47	1	54	37
gene:AT1G18760	1	6471150	6471824	-	675	0	0	0	1	0	0
gene:AT1G18770	1	6473370	6474048	-	679	0	0	0	1	0	0
gene:AT1G18773	1	6474802	6475979	+	1178	1	4	0	0	0	15
gene:AT1G18780	1	6476258	6477235	-	978	0	0	0	0	0	0
gene:AT1G18790	1	6478779	6480043	-	1265	0	1	0	0	0	0
gene:AT1G18800	1	6481113	6483646	-	2534	302	442	265	1129	177	249
gene:AT1G18810	1	6485515	6487153	-	1639	3	2	4	6	0	0
gene:AT1G18830	1	6489233	6494634	+	5402	1	0	1	2	0	0
gene:AT1G18835	1	6495844	6496491	-	648	0	0	0	0	0	0
gene:AT1G18840	1	6500803	6504567	-	3765	444	464	199	744	133	173
gene:AT1G18850	1	6504677	6506542	-	1866	41	97	30	797	141	217
gene:AT1G18860	1	6508797	6511397	+	2601	0	0	0	0	0	0
gene:AT1G18870	1	6515373	6519395	+	4023	21	0	0	0	0	13
gene:AT1G18871	1	6519309	6519485	-	177	0	0	0	0	0	0
gene:AT1G18880	1	6520721	6523368	+	2648	58	129	17	257	76	62
gene:AT1G18890	1	6522764	6526075	-	3312	120	278	92	1843	657	653
gene:AT1G18900	1	6528984	6532697	+	3714	41	230	85	1558	760	598
gene:AT1G18910	1	6532559	6538145	-	5587	9	18	9	14	1	48
gene:AT1G18940	1	6543781	6545802	+	2022	3	0	0	0	0	0
gene:AT1G18950	1	6546177	6552108	+	5932	289	400	244	1029	258	259
gene:AT1G18960	1	6552752	6554036	+	1285	0	0	0	0	0	0
gene:AT1G18970	1	6554496	6555610	-	1115	0	0	0	4	2	0
gene:AT1G18975	1	6554683	6557974	+	3292	0	0	0	4	2	20
gene:AT1G18980	1	6557181	6558115	-	935	0	0	0	0	0	20
gene:AT1G18990	1	6558574	6560561	-	1988	1	12	2	70	0	0
gene:AT1G19000	1	6560491	6562791	-	2301	1394	1613	733	612	251	344
gene:AT1G19010	1	6565494	6567662	+	2169	126	107	65	734	29	85
gene:AT1G19020	1	6568002	6568705	+	704	23	30	25	7439	1714	1654
gene:AT1G19025	1	6568674	6570939	+	2266	1	21	0	205	20	76
gene:AT1G19040	1	6576077	6577413	+	1337	0	0	0	0	0	0
gene:AT1G19050	1	6577833	6579314	-	1482	340	598	195	176	63	109
gene:AT1G19060	1	6582066	6583601	-	1536	1	1	0	0	0	0
gene:AT1G19080	1	6584241	6586517	+	2277	20	125	3	29	0	1
gene:AT1G19070	1	6584454	6584705	+	252	7	15	0	0	0	1
gene:AT1G19086	1	6588542	6589338	+	797	0	0	0	0	0	0
gene:AT1G19090	1	6589835	6592762	+	2928	0	3	0	0	0	0
gene:AT1G19100	1	6594883	6601355	+	6473	116	119	82	266	24	51
gene:AT1G19110	1	6602105	6606028	+	3924	354	418	143	914	344	214
gene:AT1G19115	1	6606237	6607943	+	1707	0	3	0	0	0	0
gene:AT1G19120	1	6608115	6609369	+	1255	156	154	86	118	100	91
gene:AT1G19130	1	6609325	6610613	-	1289	124	229	35	1704	461	360
gene:AT1G19140	1	6610652	6612609	-	1958	27	186	52	5	12	27
gene:AT1G19150	1	6612630	6613972	+	1343	359	668	281	671	197	221
gene:AT1G19160	1	6614087	6615214	-	1128	0	9	0	59	1	0
gene:AT1G19170	1	6616602	6619006	+	2405	78	167	59	311	3	101
gene:AT1G19180	1	6621777	6623668	+	1892	121	249	104	18497	4865	5048
gene:AT1G19190	1	6623823	6624977	+	1155	0	0	0	0	0	0
gene:AT1G19200	1	6625012	6626217	-	1206	0	6	14	18	0	25
gene:AT1G19210	1	6626794	6627688	-	895	9	0	0	0	0	9
gene:AT1G19220	1	6627683	6633133	-	5451	282	348	110	316	152	150
gene:AT1G19230	1	6643942	6649375	+	5434	15	12	1	532	121	33
gene:AT1G19240	1	6649243	6650446	-	1204	60	40	25	308	0	29
gene:AT1G19250	1	6650476	6653195	-	2720	0	0	0	1980	676	433
gene:AT1G19260	1	6657260	6659569	-	2310	0	0	1	0	15	0
gene:AT1G19270	1	6662417	6666032	+	3616	356	240	94	947	152	285
gene:AT1G19290	1	6666074	6669576	+	3503	97	49	28	127	31	65
gene:AT1G19300	1	6671095	6672777	-	1683	449	564	252	2287	607	490
gene:AT1G19310	1	6676210	6677680	-	1471	27	126	13	183	28	219
gene:AT1G19320	1	6679281	6680252	+	972	0	1	0	0	0	0
gene:AT1G19330	1	6680423	6683559	-	3137	93	100	60	14	36	53
gene:AT1G19340	1	6684467	6687116	+	2650	41	48	17	10	0	8
gene:AT1G19350	1	6688463	6691216	+	2754	1406	1700	867	508	335	470
gene:AT1G19360	1	6690399	6692566	-	2168	183	301	85	732	164	397
gene:AT1G19370	1	6692724	6695055	-	2332	276	295	106	415	10	245
gene:AT1G19380	1	6697874	6698858	+	985	25	45	24	354	207	170
gene:AT1G19390	1	6700756	6703368	-	2613	0	1	1	0	0	0
gene:AT1G19394	1	6709773	6710670	+	898	78	33	46	265	27	24
gene:AT1G19396	1	6709778	6711788	+	2011	155	119	66	518	60	237
gene:AT1G19397	1	6710851	6711787	+	937	78	86	20	253	33	213
gene:AT1G19400	1	6712022	6714483	-	2462	400	301	281	135	49	139
gene:AT1G19410	1	6714492	6716439	-	1948	9	6	5	0	0	0
gene:AT1G19430	1	6724413	6728075	-	3663	351	316	110	536	152	91
gene:AT1G19440	1	6728747	6730931	+	2185	145	213	74	459	226	191
gene:AT1G19450	1	6731411	6735024	-	3614	47	237	138	337	128	74
gene:AT1G19460	1	6738484	6739734	+	1251	0	0	0	0	0	0
gene:AT1G19470	1	6741296	6742534	+	1239	0	8	0	0	0	0
gene:AT1G19480	1	6744353	6746635	+	2283	49	64	10	0	0	32
gene:AT1G19485	1	6746778	6751609	+	4832	269	209	76	364	146	107
